season,show_number,episode,viewers_in_millions,winner,runner_up,original_release,original_network,hosted_by,judges,finals_venue,rating
16,1,"Auditions, Part 1",10.48,Maddie Poppe,Caleb Lee Hutchinson,"March 11 (2018-03-11) –May 21, 2018 (2018-05-21)",ABC,Ryan Seacrest,Katy Perry; Luke Bryan; Lionel Richie,NA,3.4782608695652177
16,2,"Auditions, Part 2",8.41,Maddie Poppe,Caleb Lee Hutchinson,"March 11 (2018-03-11) –May 21, 2018 (2018-05-21)",ABC,Ryan Seacrest,Katy Perry; Luke Bryan; Lionel Richie,NA,3.888888888888889
16,3,"Auditions, Part 3",7.81,Maddie Poppe,Caleb Lee Hutchinson,"March 11 (2018-03-11) –May 21, 2018 (2018-05-21)",ABC,Ryan Seacrest,Katy Perry; Luke Bryan; Lionel Richie,NA,3.333333333333333
16,4,"Auditions, Part 4",7.68,Maddie Poppe,Caleb Lee Hutchinson,"March 11 (2018-03-11) –May 21, 2018 (2018-05-21)",ABC,Ryan Seacrest,Katy Perry; Luke Bryan; Lionel Richie,NA,3.75
16,5,"Auditions, Part 5",7.51,Maddie Poppe,Caleb Lee Hutchinson,"March 11 (2018-03-11) –May 21, 2018 (2018-05-21)",ABC,Ryan Seacrest,Katy Perry; Luke Bryan; Lionel Richie,NA,3.5294117647058822
16,6,"Hollywood Week, Part 1",7.8,Maddie Poppe,Caleb Lee Hutchinson,"March 11 (2018-03-11) –May 21, 2018 (2018-05-21)",ABC,Ryan Seacrest,Katy Perry; Luke Bryan; Lionel Richie,NA,3.5294117647058822
16,7,"Hollywood Week, Part 2",7.48,Maddie Poppe,Caleb Lee Hutchinson,"March 11 (2018-03-11) –May 21, 2018 (2018-05-21)",ABC,Ryan Seacrest,Katy Perry; Luke Bryan; Lionel Richie,NA,3.75
16,8,Showcase Round & Final Judgment,7.16,Maddie Poppe,Caleb Lee Hutchinson,"March 11 (2018-03-11) –May 21, 2018 (2018-05-21)",ABC,Ryan Seacrest,Katy Perry; Luke Bryan; Lionel Richie,NA,3.5714285714285716
16,9,"Top 24 Solos, Part 1",7.23,Maddie Poppe,Caleb Lee Hutchinson,"March 11 (2018-03-11) –May 21, 2018 (2018-05-21)",ABC,Ryan Seacrest,Katy Perry; Luke Bryan; Lionel Richie,NA,4
16,10,"Top 24 Celebrity Duets, Part 1",7.72,Maddie Poppe,Caleb Lee Hutchinson,"March 11 (2018-03-11) –May 21, 2018 (2018-05-21)",ABC,Ryan Seacrest,Katy Perry; Luke Bryan; Lionel Richie,NA,3.75
16,11,"Top 24 Solos, Part 2",6.35,Maddie Poppe,Caleb Lee Hutchinson,"March 11 (2018-03-11) –May 21, 2018 (2018-05-21)",ABC,Ryan Seacrest,Katy Perry; Luke Bryan; Lionel Richie,NA,3.846153846153846
16,12,"Top 24 Celebrity Duets, Part 2",6.97,Maddie Poppe,Caleb Lee Hutchinson,"March 11 (2018-03-11) –May 21, 2018 (2018-05-21)",ABC,Ryan Seacrest,Katy Perry; Luke Bryan; Lionel Richie,NA,3.5714285714285716
16,13,Top 14 Perform,7.46,Maddie Poppe,Caleb Lee Hutchinson,"March 11 (2018-03-11) –May 21, 2018 (2018-05-21)",ABC,Ryan Seacrest,Katy Perry; Luke Bryan; Lionel Richie,NA,4
16,14,Top 10 Reveal,7.61,Maddie Poppe,Caleb Lee Hutchinson,"March 11 (2018-03-11) –May 21, 2018 (2018-05-21)",ABC,Ryan Seacrest,Katy Perry; Luke Bryan; Lionel Richie,NA,3.5714285714285716
16,15,Top 10 Perform: Disney Night,8.77,Maddie Poppe,Caleb Lee Hutchinson,"March 11 (2018-03-11) –May 21, 2018 (2018-05-21)",ABC,Ryan Seacrest,Katy Perry; Luke Bryan; Lionel Richie,NA,3.68421052631579
16,16,Top 7 Perform,8.65,Maddie Poppe,Caleb Lee Hutchinson,"March 11 (2018-03-11) –May 21, 2018 (2018-05-21)",ABC,Ryan Seacrest,Katy Perry; Luke Bryan; Lionel Richie,NA,3.888888888888889
16,17,Top 5 Perform,8.53,Maddie Poppe,Caleb Lee Hutchinson,"March 11 (2018-03-11) –May 21, 2018 (2018-05-21)",ABC,Ryan Seacrest,Katy Perry; Luke Bryan; Lionel Richie,NA,4.11764705882353
16,18,Performance Finals,7.47,Maddie Poppe,Caleb Lee Hutchinson,"March 11 (2018-03-11) –May 21, 2018 (2018-05-21)",ABC,Ryan Seacrest,Katy Perry; Luke Bryan; Lionel Richie,NA,3.846153846153846
16,19,Grand Finale,8.63,Maddie Poppe,Caleb Lee Hutchinson,"March 11 (2018-03-11) –May 21, 2018 (2018-05-21)",ABC,Ryan Seacrest,Katy Perry; Luke Bryan; Lionel Richie,NA,3.75
17,1,"Auditions, Part 1",8.65,Laine Hardy,Alejandro Aranda,"March 3 (2019-03-03) –May 19, 2019 (2019-05-19)",ABC,Ryan Seacrest,Katy Perry; Luke Bryan; Lionel Richie,NA,4.11764705882353
17,2,"Auditions, Part 2",7.82,Laine Hardy,Alejandro Aranda,"March 3 (2019-03-03) –May 19, 2019 (2019-05-19)",ABC,Ryan Seacrest,Katy Perry; Luke Bryan; Lionel Richie,NA,4
17,3,"Auditions, Part 3",7.27,Laine Hardy,Alejandro Aranda,"March 3 (2019-03-03) –May 19, 2019 (2019-05-19)",ABC,Ryan Seacrest,Katy Perry; Luke Bryan; Lionel Richie,NA,4.615384615384615
17,4,"Auditions, Part 4",7.18,Laine Hardy,Alejandro Aranda,"March 3 (2019-03-03) –May 19, 2019 (2019-05-19)",ABC,Ryan Seacrest,Katy Perry; Luke Bryan; Lionel Richie,NA,4.615384615384615
17,5,"Auditions, Part 5",6.11,Laine Hardy,Alejandro Aranda,"March 3 (2019-03-03) –May 19, 2019 (2019-05-19)",ABC,Ryan Seacrest,Katy Perry; Luke Bryan; Lionel Richie,NA,4.166666666666667
17,6,"Hollywood Week, Part 1",7.08,Laine Hardy,Alejandro Aranda,"March 3 (2019-03-03) –May 19, 2019 (2019-05-19)",ABC,Ryan Seacrest,Katy Perry; Luke Bryan; Lionel Richie,NA,4.166666666666667
17,7,"Hollywood Week, Part 2",6.45,Laine Hardy,Alejandro Aranda,"March 3 (2019-03-03) –May 19, 2019 (2019-05-19)",ABC,Ryan Seacrest,Katy Perry; Luke Bryan; Lionel Richie,NA,4.166666666666667
17,8,Showcase Round & Final Judgment,7.22,Laine Hardy,Alejandro Aranda,"March 3 (2019-03-03) –May 19, 2019 (2019-05-19)",ABC,Ryan Seacrest,Katy Perry; Luke Bryan; Lionel Richie,NA,4.166666666666667
17,9,Top 20 Solos,6.23,Laine Hardy,Alejandro Aranda,"March 3 (2019-03-03) –May 19, 2019 (2019-05-19)",ABC,Ryan Seacrest,Katy Perry; Luke Bryan; Lionel Richie,NA,4.545454545454545
17,10,"All-Star Duets, Part 1",6.12,Laine Hardy,Alejandro Aranda,"March 3 (2019-03-03) –May 19, 2019 (2019-05-19)",ABC,Ryan Seacrest,Katy Perry; Luke Bryan; Lionel Richie,NA,5
17,11,"All-Star Duets, Part 2",6.49,Laine Hardy,Alejandro Aranda,"March 3 (2019-03-03) –May 19, 2019 (2019-05-19)",ABC,Ryan Seacrest,Katy Perry; Luke Bryan; Lionel Richie,NA,4.545454545454545
17,12,Top 14,7.26,Laine Hardy,Alejandro Aranda,"March 3 (2019-03-03) –May 19, 2019 (2019-05-19)",ABC,Ryan Seacrest,Katy Perry; Luke Bryan; Lionel Richie,NA,4.615384615384615
17,13,Top 10 Reveal,7.1,Laine Hardy,Alejandro Aranda,"March 3 (2019-03-03) –May 19, 2019 (2019-05-19)",ABC,Ryan Seacrest,Katy Perry; Luke Bryan; Lionel Richie,NA,4.166666666666667
17,14,Top 10 Perform: Disney Night,7.11,Laine Hardy,Alejandro Aranda,"March 3 (2019-03-03) –May 19, 2019 (2019-05-19)",ABC,Ryan Seacrest,Katy Perry; Luke Bryan; Lionel Richie,NA,4.615384615384615
17,15,Meet Your Finalists,5.38,Laine Hardy,Alejandro Aranda,"March 3 (2019-03-03) –May 19, 2019 (2019-05-19)",ABC,Ryan Seacrest,Katy Perry; Luke Bryan; Lionel Richie,NA,4.444444444444445
17,16,Top 8 Perform: Queen Night,8.74,Laine Hardy,Alejandro Aranda,"March 3 (2019-03-03) –May 19, 2019 (2019-05-19)",ABC,Ryan Seacrest,Katy Perry; Luke Bryan; Lionel Richie,NA,4.375
17,17,Top 6 Perform: Woodstock & Showstoppers,7.49,Laine Hardy,Alejandro Aranda,"March 3 (2019-03-03) –May 19, 2019 (2019-05-19)",ABC,Ryan Seacrest,Katy Perry; Luke Bryan; Lionel Richie,NA,4.166666666666667
17,18,Top 5 Perform: Elton John / Bobby Bones' Choice,7.87,Laine Hardy,Alejandro Aranda,"March 3 (2019-03-03) –May 19, 2019 (2019-05-19)",ABC,Ryan Seacrest,Katy Perry; Luke Bryan; Lionel Richie,NA,5
17,19,Grand Finale,8.74,Laine Hardy,Alejandro Aranda,"March 3 (2019-03-03) –May 19, 2019 (2019-05-19)",ABC,Ryan Seacrest,Katy Perry; Luke Bryan; Lionel Richie,NA,4.666666666666667
18,1,"Auditions, Part 1",8.08,Just Sam,Arthur Gunn,"February 16 (2020-02-16) –May 17, 2020 (2020-05-17)",ABC,Ryan Seacrest,Katy Perry; Luke Bryan; Lionel Richie,NA,4.666666666666667
18,2,"Auditions, Part 2",7.5,Just Sam,Arthur Gunn,"February 16 (2020-02-16) –May 17, 2020 (2020-05-17)",ABC,Ryan Seacrest,Katy Perry; Luke Bryan; Lionel Richie,NA,5
18,3,"Auditions, Part 3",7,Just Sam,Arthur Gunn,"February 16 (2020-02-16) –May 17, 2020 (2020-05-17)",ABC,Ryan Seacrest,Katy Perry; Luke Bryan; Lionel Richie,NA,4.615384615384615
18,4,"Auditions, Part 4",7.26,Just Sam,Arthur Gunn,"February 16 (2020-02-16) –May 17, 2020 (2020-05-17)",ABC,Ryan Seacrest,Katy Perry; Luke Bryan; Lionel Richie,NA,4.615384615384615
18,5,"Auditions, Part 5",7.47,Just Sam,Arthur Gunn,"February 16 (2020-02-16) –May 17, 2020 (2020-05-17)",ABC,Ryan Seacrest,Katy Perry; Luke Bryan; Lionel Richie,NA,4.615384615384615
18,6,Hollywood Week – Genre Challenge,6.3,Just Sam,Arthur Gunn,"February 16 (2020-02-16) –May 17, 2020 (2020-05-17)",ABC,Ryan Seacrest,Katy Perry; Luke Bryan; Lionel Richie,NA,5
18,7,Hollywood Week – Duets,7.7,Just Sam,Arthur Gunn,"February 16 (2020-02-16) –May 17, 2020 (2020-05-17)",ABC,Ryan Seacrest,Katy Perry; Luke Bryan; Lionel Richie,NA,5
18,8,Hollywood Week – Solos,7.02,Just Sam,Arthur Gunn,"February 16 (2020-02-16) –May 17, 2020 (2020-05-17)",ABC,Ryan Seacrest,Katy Perry; Luke Bryan; Lionel Richie,NA,5
18,9,"Hawaii Showcase and Final Judgment, Part 1",7.33,Just Sam,Arthur Gunn,"February 16 (2020-02-16) –May 17, 2020 (2020-05-17)",ABC,Ryan Seacrest,Katy Perry; Luke Bryan; Lionel Richie,NA,4.615384615384615
18,10,"Hawaii Showcase and Final Judgment, Part 2",6.93,Just Sam,Arthur Gunn,"February 16 (2020-02-16) –May 17, 2020 (2020-05-17)",ABC,Ryan Seacrest,Katy Perry; Luke Bryan; Lionel Richie,NA,5
18,11,"This Is Me, Part 1",5.63,Just Sam,Arthur Gunn,"February 16 (2020-02-16) –May 17, 2020 (2020-05-17)",ABC,Ryan Seacrest,Katy Perry; Luke Bryan; Lionel Richie,NA,4
18,12,"This Is Me, Part 2",5.48,Just Sam,Arthur Gunn,"February 16 (2020-02-16) –May 17, 2020 (2020-05-17)",ABC,Ryan Seacrest,Katy Perry; Luke Bryan; Lionel Richie,NA,5
18,13,Top 20 Sing For America,6.09,Just Sam,Arthur Gunn,"February 16 (2020-02-16) –May 17, 2020 (2020-05-17)",ABC,Ryan Seacrest,Katy Perry; Luke Bryan; Lionel Richie,NA,5
18,14,Top 10 Homeward Bound,6.41,Just Sam,Arthur Gunn,"February 16 (2020-02-16) –May 17, 2020 (2020-05-17)",ABC,Ryan Seacrest,Katy Perry; Luke Bryan; Lionel Richie,NA,5.555555555555555
18,15,Disney Night/Mother's Day,6.16,Just Sam,Arthur Gunn,"February 16 (2020-02-16) –May 17, 2020 (2020-05-17)",ABC,Ryan Seacrest,Katy Perry; Luke Bryan; Lionel Richie,NA,6
18,16,Grand Finale,7.28,Just Sam,Arthur Gunn,"February 16 (2020-02-16) –May 17, 2020 (2020-05-17)",ABC,Ryan Seacrest,Katy Perry; Luke Bryan; Lionel Richie,NA,5
